songName,artists,lyricists,musicComposers,genres,lyrics,metaphors
Rosa Kusumak Pipee – රෝස කුසුමක් පිපී,Sunil Edirisinghe,Kumaradasa Saputhanthri,Sarath De Alwis,New Pop,"රෝස කුසුමක් පිපී…………නොවිඳි සුවඳක් දැනේ
නොලද සුවයක් සදා පුබුදුවා
සුවහසක් පැතුමන්
රෝස කුසුමක් පිපී
මා අවදිකර යහනින්
ඔබ එබී හිනැහේ කවුළුවෙන්//
කියා රහසක් සැළෙන දෙතොලින්
නොනැඟෙනා වදනින්
නොහැඟෙනා අරුතින්
ඔබේ සුවඳ ලද මොහොතින්
මා වෙලා සිටි ඒ ආදරෙන් ...//
මගේ තනිකම හඬයි ඉකිබිඳ
දෙපාමුල හැපෙමින්
වසා මුව දෝතින්","[{'metaphor': None, 'interpretation': None}]"
Ruduru Thuru Wadule – රුදුරු තුරු වදුලේ,Sunil Edirisinghe,Carlo Fonseka,Rohana Weerasingha,New Pop,"රුදුරු තුරු වදුලේ තියුණු කටු අතරේ
දිලෙන සියුමැලියේ
ඔබයි ජීවන සුවඳ දෙන්නේ
රෝස කුසුම මගේ රෝස කුසුම මගේ
මහදේ රන් සුඹුකේ ඔබ තබනා
නිරන්තරේ රැක ගනිමි පුබුදුවලා
සුවඳ විදිමින් ඉදිමි සැමදා
දෑස වැසෙන තුරා දෑස වැසෙන තුරා
මිහිරී රූ සිරි
මිහිරී ජනනියේ
සිත සැනසේ ඔබ දසුනේ
මුදුමතී මුදුමතී
සිත සැනසේ ඔබ දසුනින්","[{'metaphor': None, 'interpretation': None}]"
Ran Samanalayo – රන් සමනලයෝ,Sunil Edirisinghe,Premakeerthi De Alwis,Sarath De Alwis,"Classics,New Pop","රන් සමනලයෝ පුංචි කැකුලියෝ
දේදුන්නේ නැඟිලා //
මීදුම් සළුවේ, තුරු මල් උයනේ
කොයි යන්නේ පියඹා
රන් සමනලයෝ පුංචි කැකුලියෝ
දේදුන්නේ නැඟිලා
පෙම්බර ආල හිතේ ගී නොවෙදෝ ගැයුවේ
මොළකැටි බාලවියේ ඒ  ඒ හුරතල් කොතැනේ
මව් දෑතින් මිදුණාදෝ
යෞවනයේ මත් වීදෝ
ලද මනමාල හිතේ ආදරයේ සුවඳේ
තව නොදිටීද ලොවේ ඒ ජීවිතයේ අරුමේ
මල් යහනා පැතුවාදෝ
ඒ යහනා හමුවේදෝ","[{'metaphor': None, 'interpretation': None}]"
Sadakalika Nowu – සදාකාලික නොවූ,Sunil Edirisinghe,Ananda Amarasiri,Rohana Weerasingha,Classics,"සදාකාලික නොවූ ලෝකේ
සදාකාලික ප්‍රේමයක්
සොයා නෙක ගම් දනව් පීරා
ගෙවූ කාලය සිහිනයක්
මගේ දුක දැක ඔබේ දෙනයන
උපන් කඳුළින් සේදිලා..//
ඔබේ වත නොව ඔබේ හදවත
පුරා සඳ සේ පෑදිලා
එදා ළඟ සිට දුටුව ඔබ නොව
මෙදා දුර සිට මා දකින්නේ..//
සදාකාලික නොවූ ලෝකේ
සදා කෙලෙස ද පෙම් බඳින්නේ","[{'metaphor': None, 'interpretation': None}]"
Sandakada Pahanaka – සඳකඩ පහනක,Sunil Edirisinghe,Voli Nanayakkara,Victor Rathnayaka,"Classics,Movie Songs","සඳකඩ පහනක කැටයම් ඔපලා
පාවෙන දේදුනු ලැගුම් ගනී
කැලැතුණු රසයක පැන ආ බුබුලක්
අකුරු වැලක් දෙහදක ලියැවී
යුගයෙන් යුගයට නොමියෙන දහනක
දිවියක පදනම මතු වෙද්දී
නොපෙනෙන ඈතක ඈ ගෙන යනවා
සියුමැලි කැකුළක් මැල වෙද්දී
සියුමැලි කැකුළක් මැල වෙද්දී
දහසක් පෙති මත රහසක් කොඳුරා
තුඩින් තුඩට ගෙන යන බිංදූ
ගව්වක් ඉහලට ගොනු කොට රඳවා
පොපියන දෙතොලක් එහි කැන්දූ
අහසක් ගුගුරා කළුවක් වපුරා
ඒ හා මුහු වුණු වැහි බිංදූ
ඈ ගෙන යද්දී නටඹුන් අතරෙක
තවෙකෙක් ඈ වෙත හද රැන්දූ
තවෙකෙක් ඈ වෙත හද රැන්දූ
හද විල ඉපැදුණු කැකුළක් නොකලට
නටුවෙන් ගලවා දුරක යවා
මිහිලිය තෙත් කොට ගිලිහුණු කඳුළක්
සත් සමුදුරකට මුහුව ගියා
ඔබට උරුම වූ රිදුණු තැවුණු හද
එක් ටැම් මැදුරක කවුළු අරා
රුවන් විමානෙන් පියඹා එනතුරු
පොපියන හදවත සිටී බලා
පොපියන හදවත සිටී බලා","[{'metaphor': None, 'interpretation': None}]"
Kuda Game Maddahane – කුඩා ගමේ මද්දහනේ,Sunil Edirisinghe,Dharmasiri Gamage,Victor Rathnayaka,Movie Songs,"කුඩා ගමේ මද්දහනේ අව් රස්නේ මෙමා
හුරේ කඳු පෙතේ දඩ මං දිගේ ගියා මෙමා
එවන් ගමන් මා නම් ගියෙ සෙනෙහස ගැන සිතා
නුඹේ කරට රිදී පොටක් පළඳන්නයි සුබා
මගේ පැළට නුඹ කැන්දං පැමිණි දොහේ එදා
මල් ගෝමර පිපුණු ලමැද වසා ගනිං කියා
මගේ අතින් දුන් සළුවෙන් ලමැද වසා ගියා
රිදී පොටක් කර ලන්නට වරම් නැතුව ගියා
වරම් නැතුව ගියා
ආල වඩන අකුරු පහේ තේරවිල්ල සකී
රෑට නිදන තනි පැදුරේ නැති සිහිනෙකි සකී
ආලෙ බිඳුණු දා කුමකට කඳුළු හෙලනු සකී
ආල වඩන යන තේරුම බෝසත් කම සකී","[{'metaphor': None, 'interpretation': None}]"
Kawurunda Oba Mage – කවුරුන්ද ඔබ මගේ,Sunil Edirisinghe,Saman Athawudahetti,Rohana Weerasingha,New Pop,"කවුරුන්ද ඔබ මගේ කවුරුන්ද මා ඔබේ
කවුරුන්ද ඔබ මගේ කවුරුන්ද මා ඔබේ
දෙතොල් සලා මුදු සිනහ නගන්නෙමු
දෙනෙත් පුරා පිරි කඳුළු සලන්නෙමු //
හදවත් ගැහෙනා රිද්මය අතරේ
සිතින් ගතින් එක්තැන් වී ඉන්නෙමු
ප්‍රේමය ගොළු වී හඬා වැටීලා
ඔබ හද මා හද රිදවන මොහොතේ //
ජීවිතයට හුරු පැරදුම හමුවේ
නොදොඩා ගොළුවී බලා සිටින්නෙමු","[{'metaphor': None, 'interpretation': None}]"
Santhapa Mawathe – සන්තාප මාවතේ,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,New Pop,"සන්තාප මාවතේ සංවේදනා මැඳුරේ
සංවේගයෙන් දන්වා සිටිම්
වෙන්වීම මා ඇගෙන්
තරුවක් ලෙසින් වැලපී හඬා රැයේ
දැරියක් හිදී තනිවී දෙමංතලේ
නොසැලී රැඳී කඳුලක් ඇගේ නෙතේ
හඬගා කියයි නටඹුන් අතීතයේ
හසරැල් මැකී පිපි මල් මුවේ ඇගේ
සිහිලැල් සිඳී හද විල් තලේ මගේ
සඳ තාරකා අඳුරේ ගිලී ගියේ
ඇය මා සෙවූ සෙනෙහේ නිමාව සේ","[{'metaphor': None, 'interpretation': None}]"
Silpa Sondin – සිල්ප සොඳින්,Sunil Edirisinghe,Wasantha Kumara Kobawaka,Victor Rathnayaka,Old Pops,"සිල්ප සොඳින් දැනගන්න ගිහින් නුඹ
යහතින්දෝ කොළොම්පුරේ
ඉන්න නොවේ මියැදෙන්න හිතයි මට
නුඹ නැති හන්දා මං තනියේ
හැන්දෑ අවරට දැක්කද නංගෝ
තුරුළු වෙලා ඉන්නා ජෝඩූ
රංචු මිසක තනියෙන්ම නොයන්නේ
ඒ නුවරට උඹ කිරිකෝඩූ
නාමල් සුවඳක් පෙරදා වාගේ
අද නැහැ නොවැ ඇළ ඉස්මත්තේ
නාමල් සුවඳට බඹරු ඇදේදෝ
මගතොට නුඹ යනෙනා වාරේ","[{'metaphor': None, 'interpretation': None}]"
Sayurak Nodutu – සයුරක් නොදුටු,Sunil Edirisinghe,Kumaradasa Saputhanthri,H.M.Jayawardhana,Old Pops,"සයුරක් නොදුටු ගඟුලක් කිසිදා ගලන්නෙ නෑ
වෙරළක් අහිමි සයුරක් කිසිදා හඬන්නෙ නෑ
කඳුළක් නොසැලු නෙතකින්
හසරැල් සොයන්නෙපා//
ලැබුණත් බිඳුණු හදකින්
සෙනෙහස සොයන්නෙපා
සිසිලක් නොමැති අහසින්
වැසි දිය යදින්නෙපා//
ලැබුණත් බිඳුණු හදකින්
සෙනෙහස සොයන්නෙපා","[{'metaphor': None, 'interpretation': None}]"
Soya Pilisaranak – සොයා පිළිසරණක්,Sunil Edirisinghe,Kumaradasa Saputhanthri,Victor Rathnayaka,"Buddhist songs,Inspirational","සොයා පිළිසරණක් ලොවෙන් මා
නොලැබ හව්හරණක්
භවෙන් භවයේ පතා ආයෙමි
හිමියනේ ඔබේ ඔබේ බුදු වදනක්
ගෙවා සුවහස් යොදුන් මේ කතරේ
සොයා යන මං නොදැන මේ අඳුරේ//
යුගෙන් යුගයේ පතා ආයෙමි
හිමියනේ ඔබේ ඔබේ මුදු සිහිලක්
මහා කරුණා නුවන් දිය ගැඹරේ
ගිලී සැනහී නිවා ගිනි සසරේ//
පහන් වැට සේ සොයා ආයෙමි
හිමියනේ ඔබේ ඔබේ නෙතු කැල්මක්","[{'metaphor': None, 'interpretation': None}]"
Veralu Gediya – වෙරළු ගෙඩිය,Sunil Edirisinghe,Wasantha Kumara Kobawaka,Victor Rathnayaka,Classics,"වෙරළු ගෙඩිය හරි අටකට කපා ගෙන
කොටහක් නොකා දෙගුරුන්ටත් තබාගෙන
උන් අපි එදා සත් කුළු පව් විලාසෙන
පැල ඉනි වැටට ඇයි අද ඇණ කොටා ගෙන
පොඩි උන් දොහේ මල් මතකය ඉරාගෙන
හොඳ හිත ගිහින් උඩු හුළඟට ගසාගෙන//
මහගෙයි බිමට තනි උරුමය කියාගෙන
සතුරන් වෙලා උනුනට දෙස් තියාගෙන
තිරිසන් උනෝතින් කිසි හව්හරණ නැති
ලන්දක කකා ලන්දක කල් යල් හරිති//
එක මිහි සයන කාටත් නිදි සුවය දෙති
බිම් පංගුවට ලොල් වී මළගම් නොයති","[{'metaphor': None, 'interpretation': None}]"
Viyo Vu Pasuvayi – වියෝ වූ පසුවයි,Sunil Edirisinghe,Bandula Nanayakkarawasam,Rohana Weerasingha,New Pop,"වියෝ වූ පසුවයි දැනෙන්නේ
ප්‍රේමයේ අභිමන්..
හැඩූදා කඳුලයි දකින්නේ
සිනාවේ සරදම්
ඉවුරු දෑලේ හිද බැලූ විට
ගඟ හැඩයි කදිමයි
දියට වන් විට එවන් ගගුලම
බිහිසුනුයි චණ්ඩයි
හඳක් නැති දා අහස් තලයට
තරුව දෙයි සැනසුම්
පුන් පොහෝදා එවන් තරුවම
ලබන්නේ ගැරහුම්","[{'metaphor': None, 'interpretation': None}]"
Ma Ithin Yanna – මා ඉතින් යන්න,Sunil Edirisinghe,Rathna Sri Wijesinge,Rohana Weerasingha,New Pop,"මා ඉතින් යන්න යනවා මට යන්න අවසරයි
මට අරන් යන්න ඇත්තේ ඒ මතකය විතරයි //
ඔබ සඳක් සේම පායා මට එලිය දුන් වගයි
ඔබ සඳක් සේම බැස යයි මට අයිති කළුවරයි
මට මතක එපමණයි
සඳ එලිය අයිති ලොවටයි සඳ අයිති අහසටයි
උණු කඳුළු බින්දු පමණක් මේ බිමට වැටෙනු ඇයි
මට උරුම එපමණයි","[{'metaphor': 'ඔබ සඳක් සේම පායා මට එලිය දුන් වගයි', 'interpretation': 'නුඹ මගේ ජීවිතය ආලෝකමත් කරනවා'}]"
Lenchina – ලෙන්චිනා,Sunil Edirisinghe,Rathna Sri Wijesinge,Rohana Weerasingha,New Pop,"ලෙන්චිනා මගෙ නංගියේ ඇයි
ගංතෙරට වී ගොම්මනේ//
පෙත්තරේ ළඟ පැන් තොටේ
ගම්මානයේ පව් සෝදනා
රත්තරන් වී කළු වලාකුළු
චන්ද්‍රයා සේ පායලා
ලෙන්චිනා ඇති වැඩ කලා දැන්
ගෙදර යං කළුවර වුණා
පින්වතුන් කැල ඇන්ද සළුපිලි
සේදුවා නුඹ සේදුවා
තාම නෑ කිලිකුණු ගිහින් ඒ
කිම්ද නොදැනේ කාරණා
සේදිලා පරිශුද්ධ වීමෙන්
යුග දෑත් නුඹෙ බබලනා","[{'metaphor': None, 'interpretation': None}]"
Mage Amal Biso – මගෙ අමල් බිසෝ,Sunil Edirisinghe,Bandara Ahaliyagoda,Rohana Weerasingha,New Pop,"මගෙ අමල් බිසෝ දොර හරින්නෙපා
හොඳ පරිස්සමින් ඉඳපන්
මම දීපංකරේ ලතැවුලෙන් මෙසේ
නුඹ මූදුකරේ තනියෙන්
යස ඉසුරු අරන් සුදු මහත්වරුන්
ඒරොප්පෙ ඉඳන් ඇවිදින්
මුදු බැලුම් හෙලයි, ලං වෙන්න බලයි
නුඹ නොදැක්ක සේ ඉඳපන්
ඇඳි නේක ඇඳුම් සුදු නෝනවරුන්
ගෙට එබී බලයි හොරැහින්
මගෙ පුංචි එවුන් ටික ලඟට කරන්
නුඹ හෝදිසියෙන් ඉඳපන්","[{'metaphor': None, 'interpretation': None}]"
Me Tharam Siyumalida – මේ තරම් සියුමැලිද,Sunil Edirisinghe,Ravi Wasantha Welgama,Dharshana Ruwan Dissanayake,New Pop,"මේ තරම් සියුමැලිද කළු ගල්
හිතන්නටවත් බැරි නිසා
මම ගියා අවුකන බුදුන්ටත්
දෑස් දුන් මිනිසා සොයා
දෑස් දුන් මිනිසා සොයා
කලා වැව ලඟ ඉලුක් හෙවනක
මැටි පිලක පැදුරක් එලා
රිදුම් පිරිමදිමින් බලයි ඔහු
මැරෙන ඉපදෙන රළ දිහා
මැරෙන ඉපදෙන රළ දිහා
ඉසුරුමුණියේ නුඹ තැනූ
පෙම්බරිය කොතැනද කියා
මා ඇසූ විට හිනැහුණා ඔහු
තවම තනිකඩයැයි කියා
තවම තනිකඩයැයි කියා","[{'metaphor': 'මැරෙන ඉපදෙන රළ', 'interpretation': 'නැවත නැවතත් ගසන රළ'}]"
Mage Senehasa – මගේ සෙනෙහස,Sunil Edirisinghe,Bandara Wijethunga,Rohana Weerasingha,Classics,"මගේ සෙනෙහස මෙතෙක් වේ යැයි
මනින්නට ඔබ උගෙන නැත තව
මගේ අවසන් සුසුම පමණද
අවැසි ඔබ හට මා දකින්නට//
මගේ සෙනෙහස මෙතෙක් වේ යැයි
මනින්නට ඔබ උගෙන නැත තව
වසර ගණනක යොදුන් ගණනක
ගමන් මඟ අප ගෙවා ඇත්තෙමු
තරු වියන් යට කුසුම් පෙති මත
දෑත් පටලා ඇවිද ඇත්තෙමු
එහෙත් සුහදිනි
මගේ සෙනෙහස මෙතෙක් වේ යැයි
මනින්නට ඔබ උගෙන නැත තව
මිලින කුසුමෙක මිලින සිහිනෙක
මගේ සිහියද සැඟව ගත් කල
සිතනු මැන ඔබ ඔබට අවනත
හදක් මිහිමත මෙතෙක් රැඳි වග
එහෙත් සුහදිනි
මගේ සෙනෙහස මෙතෙක් වේ යැයි
මනින්නට ඔබ උගෙන නැත තව","[{'metaphor': None, 'interpretation': None}]"
Malliye Naraka Mithuran – මල්ලියෙ නරක මිතුරන්,Sunil Edirisinghe,Sunil Ariyarathna,Rohana Weerasingha,"Request,Classics","මල්ලියෙ නරක මිතුරන් පිළිගන්ට එපා
නංගියෙ නොහොබිනාකම් හුරු වෙන්ට එපා
බෝගම්බර සිපිරි ගෙදරට එන්ට එපා
හතුරෙකුටවත් මට වන් දුක වෙන්ට එපා
දළදා මැදුරෙ තේවා හඩ රැව් දෙනවා
කළ පව් මතක්‌ වී දෑසම තෙත් වෙනවා
සියක්‌ වාරයක්‌ මැරි මැරි උපදිනවා
තිබහට වතුර වෙනුවට කඳුලැලි බොනවා
ලැබුවේ අවවාද නොහොබින ආරකය
දුදනන් නිසා විය හෙනහුරු මාරකය
මං පෙර ගියේ වරදින් පිරි පාරකය
ඒ ගිය මගේ අවසානය පෝරකය","[{'metaphor': None, 'interpretation': None}]"
Minisa Suwandayi – මිනිසා සුවඳයි,Sunil Edirisinghe,Kumaradasa Saputhanthri,Rohana Weerasingha,Old Pops,"මිනිසා සුවඳයි මල සේ නුවණින් එළියයි හිරු සේ
පරවී………   වැටිලා ඒ හිරු මල මේ දෙරණේ
පොළවේ උරුමේ කියමින් බිලිදී විහිඟුම් ගුණදම්
දහසින් මියෙනා සටනින් අඟලේ හිමිකම් සොයමින්
ලොව නහවා සෝ කඳුලින්
සැනහේ ජය පැන් පුරමින්
උණු ලේ විෂ වී සිරුරේ ඉසුරන් ගැටෙනා අතරේ
ගිනි මල් පිපිලා අහසේ ඇවිලේ ගිනි දැල් සයුරේ
සා පවසින් ඉකි බිඳිනා
සුසුමෙන් යදියන් හෙලනා","[{'metaphor': 'උණු ලේ විෂ වී සිරුරේ ඉසුරන් ගැටෙනා අතරේ ගිනි මල් පිපිලා අහසේ ඇවිලේ ගිනි දැල් සයුරේ', 'interpretation': 'අහසේ ගිනිමල් පිපී ඇවිලී දැවෙනවා සේ උණු ලේ විෂ වී සිරුරේ ගැටේ'}]"
